310053,161326,120
310053,163324,1000
310053,163325,200
310053,163326,1000
310053,163358,1000
310053,163359,300
310053,163360,500
310053,163364,1000
310053,163365,300
310053,363360,500
310053,463324,2600
310053,463358,2600
310053,463364,2600
310001,109440,1
310003,109440,1
310004,109440,1
310005,109440,1
310006,109440,1
310022,109440,1
310028,109440,1
310034,109440,1
310035,109440,1
310042,109440,1
310051,109440,1
310052,109440,1
310053,109440,1
310064,109440,1
310066,109440,1
310067,109440,1
310068,109440,1
310073,109440,1
310074,109440,1
310075,109440,1
310076,109440,1
310077,109440,1
310080,109440,1
310083,109440,1
310086,109440,1
310095,109440,1
310104,109440,1
310108,109440,1
310110,109440,1
310111,109440,1
310119,109440,1
310125,109440,1
310134,109440,1
310136,109440,1
310141,109440,1
310145,109440,1
310146,109440,1
310156,109440,1
310160,109440,1
310165,109440,1
310170,109440,1
310171,109440,1
310172,109440,1
310178,109440,1
310182,109440,1
310189,109440,1
310191,109440,1
310194,109440,1
310195,109440,1
310197,109440,1
310198,109440,1
310201,109440,1
310207,109440,1
310208,109440,1
310209,109440,1
310211,109440,1
310212,109440,1
310213,109440,1
310215,109440,1
310216,109440,1
310217,109440,1
310223,109440,1
310225,109440,1
310227,109440,1
310228,109440,1
310230,109440,1
310232,109440,1
310235,109440,1
310236,109440,1
310237,109440,1
310238,109440,1
310239,109440,1
310240,109440,1
310241,109440,1
310242,109440,1
310243,109440,1
310245,109440,1
310246,109440,1
310247,109440,1
310248,109440,1
310249,109440,1
310250,109440,1
310254,109440,1
310255,109440,1
310257,109440,1
310258,109440,1
310259,109440,1
310260,109440,1
310261,109440,1
310263,109440,1
310265,109440,1
310269,109440,1
310270,109440,1
310001,109540,1
310003,109540,1
310004,109540,1
310005,109540,1
310006,109540,1
310022,109540,1
310028,109540,1
310034,109540,1
310035,109540,1
310042,109540,1
310051,109540,1
310052,109540,1
310053,109540,1
310064,109540,1
310066,109540,1
310067,109540,1
310068,109540,1
310073,109540,1
310074,109540,1
310075,109540,1
310076,109540,1
310077,109540,1
310080,109540,1
310083,109540,1
310086,109540,1
310095,109540,1
310104,109540,1
310108,109540,1
310110,109540,1
310111,109540,1
310119,109540,1
310125,109540,1
310134,109540,1
310136,109540,1
310141,109540,1
310145,109540,1
310146,109540,1
310156,109540,1
310160,109540,1
310165,109540,1
310170,109540,1
310171,109540,1
310172,109540,1
310178,109540,1
310182,109540,1
310189,109540,1
310191,109540,1
310194,109540,1
310195,109540,1
310197,109540,1
310198,109540,1
310201,109540,1
310207,109540,1
310208,109540,1
310209,109540,1
310211,109540,1
310212,109540,1
310213,109540,1
310215,109540,1
310216,109540,1
310217,109540,1
310223,109540,1
310225,109540,1
310227,109540,1
310228,109540,1
310230,109540,1
310232,109540,1
310235,109540,1
310236,109540,1
310237,109540,1
310238,109540,1
310239,109540,1
310240,109540,1
310241,109540,1
310242,109540,1
310243,109540,1
310245,109540,1
310246,109540,1
310247,109540,1
310248,109540,1
310249,109540,1
310250,109540,1
310254,109540,1
310255,109540,1
310257,109540,1
310258,109540,1
310259,109540,1
310260,109540,1
310261,109540,1
310263,109540,1
310265,109540,1
310269,109540,1
310270,109540,1
310001,109560,1
310003,109560,1
310004,109560,1
310005,109560,1
310006,109560,1
310022,109560,1
310028,109560,1
310034,109560,1
310035,109560,1
310042,109560,1
310051,109560,1
310052,109560,1
310053,109560,1
310064,109560,1
310066,109560,1
310067,109560,1
310068,109560,1
310073,109560,1
310074,109560,1
310075,109560,1
310076,109560,1
310077,109560,1
310080,109560,1
310083,109560,1
310086,109560,1
310095,109560,1
310104,109560,1
310108,109560,1
310110,109560,1
310111,109560,1
310119,109560,1
310125,109560,1
310134,109560,1
310136,109560,1
310141,109560,1
310145,109560,1
310146,109560,1
310156,109560,1
310160,109560,1
310165,109560,1
310170,109560,1
310171,109560,1
310172,109560,1
310178,109560,1
310182,109560,1
310189,109560,1
310191,109560,1
310194,109560,1
310195,109560,1
310197,109560,1
310198,109560,1
310201,109560,1
310207,109560,1
310208,109560,1
310209,109560,1
310211,109560,1
310212,109560,1
310213,109560,1
310215,109560,1
310216,109560,1
310217,109560,1
310223,109560,1
310225,109560,1
310227,109560,1
310228,109560,1
310230,109560,1
310232,109560,1
310235,109560,1
310236,109560,1
310237,109560,1
310238,109560,1
310239,109560,1
310240,109560,1
310241,109560,1
310242,109560,1
310243,109560,1
310245,109560,1
310246,109560,1
310247,109560,1
310248,109560,1
310249,109560,1
310250,109560,1
310254,109560,1
310255,109560,1
310257,109560,1
310258,109560,1
310259,109560,1
310260,109560,1
310261,109560,1
310263,109560,1
310265,109560,1
310269,109560,1
310270,109560,1
310001,109601,1
310003,109601,1
310004,109601,1
310005,109601,1
310006,109601,1
310022,109601,1
310028,109601,1
310034,109601,1
310035,109601,1
310042,109601,1
310051,109601,1
310052,109601,1
310053,109601,1
310064,109601,1
310066,109601,1
310067,109601,1
310068,109601,1
310073,109601,1
310074,109601,1
310075,109601,1
310076,109601,1
310077,109601,1
310080,109601,1
310083,109601,1
310086,109601,1
310095,109601,1
310104,109601,1
310108,109601,1
310110,109601,1
310111,109601,1
310119,109601,1
310125,109601,1
310134,109601,1
310136,109601,1
310141,109601,1
310145,109601,1
310146,109601,1
310156,109601,1
310160,109601,1
310165,109601,1
310170,109601,1
310171,109601,1
310172,109601,1
310178,109601,1
310182,109601,1
310189,109601,1
310191,109601,1
310194,109601,1
310195,109601,1
310197,109601,1
310198,109601,1
310201,109601,1
310207,109601,1
310208,109601,1
310209,109601,1
310211,109601,1
310212,109601,1
310213,109601,1
310215,109601,1
310216,109601,1
310217,109601,1
310223,109601,1
310225,109601,1
310227,109601,1
310228,109601,1
310230,109601,1
310232,109601,1
310235,109601,1
310236,109601,1
310237,109601,1
310238,109601,1
310239,109601,1
310240,109601,1
310241,109601,1
310242,109601,1
310243,109601,1
310245,109601,1
310246,109601,1
310247,109601,1
310248,109601,1
310249,109601,1
310250,109601,1
310254,109601,1
310255,109601,1
310257,109601,1
310258,109601,1
310259,109601,1
310260,109601,1
310261,109601,1
310263,109601,1
310265,109601,1
310269,109601,1
310270,109601,1
310001,109603,1
310003,109603,1
310004,109603,1
310005,109603,1
310006,109603,1
310022,109603,1
310028,109603,1
310034,109603,1
310035,109603,1
310042,109603,1
310051,109603,1
310052,109603,1
310053,109603,1
310064,109603,1
310066,109603,1
310067,109603,1
310068,109603,1
310073,109603,1
310074,109603,1
310075,109603,1
310076,109603,1
310077,109603,1
310080,109603,1
310083,109603,1
310086,109603,1
310095,109603,1
310104,109603,1
310108,109603,1
310110,109603,1
310111,109603,1
310119,109603,1
310125,109603,1
310134,109603,1
310136,109603,1
310141,109603,1
310145,109603,1
310146,109603,1
310156,109603,1
310160,109603,1
310165,109603,1
310170,109603,1
310171,109603,1
310172,109603,1
310178,109603,1
310182,109603,1
310189,109603,1
310191,109603,1
310194,109603,1
310195,109603,1
310197,109603,1
310198,109603,1
310201,109603,1
310207,109603,1
310208,109603,1
310209,109603,1
310211,109603,1
310212,109603,1
310213,109603,1
310215,109603,1
310216,109603,1
310217,109603,1
310223,109603,1
310225,109603,1
310227,109603,1
310228,109603,1
310230,109603,1
310232,109603,1
310235,109603,1
310236,109603,1
310237,109603,1
310238,109603,1
310239,109603,1
310240,109603,1
310241,109603,1
310242,109603,1
310243,109603,1
310245,109603,1
310246,109603,1
310247,109603,1
310248,109603,1
310249,109603,1
310250,109603,1
310254,109603,1
